,rank,title,artist,date
70,71,Занят,"SQWOZ BAB, ermakov",10/09/2020
71,72,Brooklyn,Miyagi & Andy Panda feat. TumaniYO,10/09/2020
72,73,Boom Boom,"LOBODA, PHARAOH",10/09/2020
73,74,Ей нравится,Леша Свик,10/09/2020
74,75,Нежность,Mary Gu,10/09/2020
75,76,Кайф ты поймала,Konfuz,10/09/2020
76,77,Black Guard,Нурминский,10/09/2020
77,78,Её глаза,ARCHI,10/09/2020
78,79,Кино,MACAN,10/09/2020
79,80,BANG BANG,Смоки Мо feat. Guf,10/09/2020
80,81,Проблема,Ольга Бузова,10/09/2020
81,82,не учи,кис-кис,10/09/2020
82,83,Океан,Мари Краймбрери,10/09/2020
83,84,Спой,Миша Марвин feat. Мот,10/09/2020
84,85,Кометы,polnalyubvi,10/09/2020
85,86,ХЕДШОТ,GAYAZOV$ BROTHER$,10/09/2020
86,87,BALENCIAGA,FILV,10/09/2020
87,88,Lovefool,twocolors,10/09/2020
88,89,KISS,Basiaga feat. Benz,10/09/2020
89,90,Психушка,Karna.val,10/09/2020
90,91,Аферист,Хаски,10/09/2020
91,92,Пикачу,"MIA BOYKA, ЕГОР ШИП",10/09/2020
92,93,Падала звезда,"Тайпан, Sharai, GARIKO",10/09/2020
93,94,Золото,Супер Жорик,10/09/2020
94,95,Папа,PUSSYKILLER,10/09/2020
95,96,911,Элджей,10/09/2020
96,97,Tantra,Miyagi & Andy Panda,10/09/2020
97,98,Ревную,Liza Evans,10/09/2020
98,99,Тобой дышу,"Bahh Tee, Turken",10/09/2020
99,100,Были танцы,"Бьянка, Артур Бабич",10/09/2020
